,,0,1,2,3,4,5,6,7,8,9
wm_10_2,3,853.6281343066829,65.2977356585432,136.86081393088767,0.0,1487.4945999371141,374.2581983784513,1607.194013832472,741.6442962089053,417.58446978419926,1239.7156125182678
wm_10_2,4,240.0639841420832,1003.4623433584783,775.9633561220408,1487.4945999371141,0.0,373.94935083924804,6.025808965866381,588.3046491331,1187.1257199230909,39.86612007272885
wm_10_2,5,208.70504138962144,176.23868539887735,98.74090083477957,374.2581983784513,373.94935083924804,0.0,442.66361978606346,244.52787455150963,378.45692079524997,285.24041952009077
wm_10_2,6,237.98512467930667,1087.1791292359853,847.594147895048,1607.194013832472,6.025808965866381,442.66361978606346,0.0,712.0736318018326,1350.82119149264,36.8774730407094
wm_10_2,7,795.883232858361,633.8257206228733,546.1504392439972,741.6442962089053,588.3046491331,244.52787455150963,712.0736318018326,0.0,144.55560125683513,672.4529896976011
wm_10_2,8,1148.7053812427732,489.2459675367207,494.74232161141396,417.58446978419926,1187.1257199230909,378.45692079524997,1350.82119149264,144.55560125683513,0.0,1194.145935897375
wm_10_2,9,87.73220884071213,769.8853453700707,569.5919234505025,1239.7156125182678,39.86612007272885,285.24041952009077,36.8774730407094,672.4529896976011,1194.145935897375,0.0
,,0,1,2,3,4,5,6,7,8,9
x_10_3,0,4.89028990449854,,,,,,,,,
x_10_3,1,-3.2033105570030584,,,,,,,,,
x_10_3,2,-24.156500305420085,,,,,,,,,
x_10_3,3,4.834372919610153,,,,,,,,,
x_10_3,4,19.748905052767352,,,,,,,,,
x_10_3,5,1.7313782231099917,,,,,,,,,
x_10_3,6,-24.702234811330698,,,,,,,,,
x_10_3,7,20.10897534829872,,,,,,,,,
x_10_3,8,12.725980893353006,,,,,,,,,
x_10_3,9,-16.394811309792285,,,,,,,,,
y_10_3,0,11.501455885454604,,,,,,,,,
y_10_3,1,-6.3437477101220106,,,,,,,,,
y_10_3,2,-15.884360316939949,,,,,,,,,
y_10_3,3,-2.732938859479167,,,,,,,,,
y_10_3,4,-10.6566505337596,,,,,,,,,
y_10_3,5,-4.460956401276356,,,,,,,,,
y_10_3,6,-2.829126090904471,,,,,,,,,
y_10_3,7,-16.14471582709446,,,,,,,,,
y_10_3,8,-12.01395614250551,,,,,,,,,
y_10_3,9,-13.521319120762747,,,,,,,,,
wm_10_3,0,0.0,383.9576597979994,1593.6989505703605,202.62112046379713,711.760124209585,264.7773290223925,1081.083098838112,995.9191969970834,614.3726561175463,1079.1948027143806
wm_10_3,1,383.9576597979994,0.0,530.0594495465418,77.64229622610172,545.4053321635295,27.896056469238356,474.5563092195886,639.5216501604424,285.89358977705973,225.53322346568598
wm_10_3,2,1593.6989505703605,530.0594495465418,0.0,1013.430616701535,1955.0135692439137,800.6764117283269,170.73696684758963,1959.5001198416405,1375.2974478513302,65.82777975968027
wm_10_3,3,202.62112046379713,77.64229622610172,1013.430616701535,0.0,285.2284754481066,12.614620711266925,872.4204482349642,413.18924078355474,148.41475821907548,567.0674117079624
wm_10_3,4,711.760124209585,545.4053321635295,1955.0135692439137,285.2284754481066,0.0,363.0178988407101,2037.1739741211015,30.24851128163068,51.163742264418815,1314.5745586105238
wm_10_3,5,264.7773290223925,27.896056469238356,800.6764117283269,12.614620711266925,363.0178988407101,0.0,701.3987682164012,474.2463104161384,177.92909296752248,410.6489195913549
wm_10_3,6,1081.083098838112,474.5563092195886,170.73696684758963,872.4204482349642,2037.1739741211015,701.3987682164012,0.0,2185.349485993003,1485.2324339131253,183.33627702166268
wm_10_3,7,995.9191969970834,639.5216501604424,1959.5001198416405,413.18924078355474,30.24851128163068,474.2463104161384,2185.349485993003,0.0,71.57178269358457,1339.4086506582148
wm_10_3,8,614.3726561175463,285.89358977705973,1375.2974478513302,148.41475821907548,51.163742264418815,177.92909296752248,1485.2324339131253,71.57178269358457,0.0,850.2926816869881
wm_10_3,9,1079.1948027143806,225.53322346568598,65.82777975968027,567.0674117079624,1314.5745586105238,410.6489195913549,183.33627702166268,1339.4086506582148,850.2926816869881,0.0
,,0,1,2,3,4,5,6,7,8,9
x_10_4,0,-23.052418075692096,,,,,,,,,
x_10_4,1,17.824793004412005,,,,,,,,,
x_10_4,2,12.32501539785299,,,,,,,,,
x_10_4,3,18.196394662245297,,,,,,,,,
x_10_4,4,2.999220282991877,,,,,,,,,
x_10_4,5,-20.975846322290366,,,,,,,,,
x_10_4,6,-13.418185075298434,,,,,,,,,
x_10_4,7,-12.886798994291166,,,,,,,,,
x_10_4,8,5.775000644426531,,,,,,,,,
x_10_4,9,5.355454644572327,,,,,,,,,
y_10_4,0,-19.790898543301594,,,,,,,,,
y_10_4,1,-3.7075995339160563,,,,,,,,,
y_10_4,2,7.746141894289532,,,,,,,,,
y_10_4,3,18.56947203352486,,,,,,,,,
y_10_4,4,-3.075548136144807,,,,,,,,,
y_10_4,5,10.68956619166972,,,,,,,,,
y_10_4,6,-22.056896585226447,,,,,,,,,
y_10_4,7,20.464284683686927,,,,,,,,,
y_10_4,8,1.0908455951790685,,,,,,,,,
y_10_4,9,11.371474827930767,,,,,,,,,
wm_10_4,0,0.0,1929.6188927126873,2009.851395236637,3172.9825830808786,958.0908004056907,933.3708807068558,97.95319263188154,1723.8195879465607,1267.0673083300173,1778.1007466188353
wm_10_4,1,1929.6188927126873,0.0,161.435746425801,496.406005412989,220.19709548754122,1712.7679930908241,1312.8203815664954,1527.4818697240128,168.22257157570104,382.8628827422755
wm_10_4,2,2009.851395236637,161.435746425801,0.0,151.61756976921575,204.0794296391694,1117.6111378985172,1550.9334732123739,797.3867409554281,87.19566209905771,61.717815973413884
wm_10_4,3,3172.9825830808786,496.406005412989,151.61756976921575,0.0,699.4610072588432,1596.5573798270384,2649.9834791281714,969.7552428689628,459.79341151714436,216.7009043092155
wm_10_4,4,958.0908004056907,220.19709548754122,204.0794296391694,699.4610072588432,0.0,764.2821911855247,629.8227876438733,806.4893376638356,25.063793339341185,214.2683128912194
wm_10_4,5,933.3708807068558,1712.7679930908241,1117.6111378985172,1596.5573798270384,764.2821911855247,0.0,1129.4490679229298,160.97780827279416,807.7432505262004,693.8024099957115
wm_10_4,6,97.95319263188154,1312.8203815664954,1550.9334732123739,2649.9834791281714,629.8227876438733,1129.4490679229298,0.0,1808.333227670878,904.196346122379,1469.9055636674955
wm_10_4,7,1723.8195879465607,1527.4818697240128,797.3867409554281,969.7552428689628,806.4893376638356,160.97780827279416,1808.333227670878,0.0,723.5929078717681,415.4590088975647
wm_10_4,8,1267.0673083300173,168.22257157570104,87.19566209905771,459.79341151714436,25.063793339341185,807.7432505262004,904.196346122379,723.5929078717681,0.0,105.86735626730244
wm_10_4,9,1778.1007466188353,382.8628827422755,61.717815973413884,216.7009043092155,214.2683128912194,693.8024099957115,1469.9055636674955,415.4590088975647,105.86735626730244,0.0
,,0,1,2,3,4,5,6,7,8,9
x_10_5,0,7.960721545382055,,,,,,,,,
x_10_5,1,-21.459934075865167,,,,,,,,,
x_10_5,2,-1.4760450916252388,,,,,,,,,
x_10_5,3,17.149259274146218,,,,,,,,,
x_10_5,4,-16.24592576594749,,,,,,,,,
x_10_5,5,-14.387655001396698,,,,,,,,,
x_10_5,6,-14.105809278383052,,,,,,,,,
x_10_5,7,-23.054587475114403,,,,,,,,,
x_10_5,8,11.015349579902123,,,,,,,,,
x_10_5,9,-2.7806461590770324,,,,,,,,,
y_10_5,0,-7.975110814230963,,,,,,,,,
y_10_5,1,18.61863533414126,,,,,,,,,
y_10_5,2,4.746574276010762,,,,,,,,,
y_10_5,3,-3.1700978126969925,,,,,,,,,
y_10_5,4,15.423361542286013,,,,,,,,,
y_10_5,5,-4.920704698382905,,,,,,,,,
y_10_5,6,-11.591076895375801,,,,,,,,,
y_10_5,7,-7.166008825024167,,,,,,,,,
y_10_5,8,7.441445603936914,,,,,,,,,
y_10_5,9,17.322804624065757,,,,,,,,,
wm_10_5,0,0.0,1572.8023113880881,250.89383609661255,107.51737553783298,1133.4502826737871,508.7793309971406,500.0069932961655,962.6040396658273,247.00096422382904,755.3615056856081
wm_10_5,1,1572.8023113880881,0.0,591.7898969349267,1965.4187032826912,37.395657260807596,604.1176604739594,966.709864527174,667.3907938785209,1179.5736187875318,350.594974307442
wm_10_5,2,250.89383609661255,591.7898969349267,0.0,409.5756596777496,332.1431614630153,260.16595323086244,426.42978921101894,607.5431275351011,163.2972723139406,159.86355371253583
wm_10_5,3,107.51737553783298,1965.4187032826912,409.5756596777496,0.0,1460.9551146475035,997.6415864911535,1047.792198934218,1632.3165982564715,150.2297018202481,817.1601808598982
wm_10_5,4,1133.4502826737871,37.395657260807596,332.1431614630153,1460.9551146475035,0.0,417.334201439109,734.3599826825654,556.637527861387,806.8881155290993,184.92163891212232
wm_10_5,5,508.7793309971406,604.1176604739594,260.16595323086244,997.6415864911535,417.334201439109,0.0,44.57330225799692,80.15710912509476,798.135401854635,629.4963612435474
wm_10_5,6,500.0069932961655,966.709864527174,426.42978921101894,1047.792198934218,734.3599826825654,44.57330225799692,0.0,99.66185864153994,993.3095350700446,964.2718641991934
wm_10_5,7,962.6040396658273,667.3907938785209,607.5431275351011,1632.3165982564715,556.637527861387,80.15710912509476,99.66185864153994,0.0,1374.1383358269627,1010.7346806304546
wm_10_5,8,247.00096422382904,1179.5736187875318,163.2972723139406,150.2297018202481,806.8881155290993,798.135401854635,993.3095350700446,1374.1383358269627,0.0,287.9707545146127
wm_10_5,9,755.3615056856081,350.594974307442,159.86355371253583,817.1601808598982,184.92163891212232,629.4963612435474,964.2718641991934,1010.7346806304546,287.9707545146127,0.0
,,0,1,2,3,4,5,6,7,8,9
x_10_6,0,12.156368109895077,,,,,,,,,
x_10_6,1,-13.678783253728122,,,,,,,,,
x_10_6,2,7.126691486711584,,,,,,,,,
x_10_6,3,19.117773008022347,,,,,,,,,
x_10_6,4,12.034938352906261,,,,,,,,,
x_10_6,5,11.06317768884884,,,,,,,,,
x_10_6,6,-10.23260804080161,,,,,,,,,
x_10_6,7,1.275818704424192,,,,,,,,,
x_10_6,8,-16.311773712411814,,,,,,,,,
x_10_6,9,15.59796050000632,,,,,,,,,
y_10_6,0,17.47026990486478,,,,,,,,,
y_10_6,1,-12.173993110964776,,,,,,,,,
y_10_6,2,-13.138277576765056,,,,,,,,,
y_10_6,3,-2.0807309958187026,,,,,,,,,
y_10_6,4,-13.55399141595276,,,,,,,,,
y_10_6,5,-14.899472919915185,,,,,,,,,
y_10_6,6,24.134018769016237,,,,,,,,,
y_10_6,7,24.03642800182091,,,,,,,,,
y_10_6,8,11.740193133184851,,,,,,,,,
y_10_6,9,-4.534750426760131,,,,,,,,,
wm_10_6,0,0.0,1546.2373757330015,962.1808258689866,430.7027943741966,962.5195356882575,1048.995315839061,545.6718020009448,161.50078751911536,843.2688786243245,496.0654779748972
wm_10_6,1,1546.2373757330015,0.0,433.7976237060584,1177.4880427552068,663.0998741852657,619.5928714730003,1330.147850275031,1534.8347168920482,578.8209424753946,915.485753610003
wm_10_6,2,962.1808258689866,433.7976237060584,0.0,266.0553724405188,24.263705295602048,18.597732656350704,1690.5693549736611,1416.1914471690618,1168.2999557563544,145.78307811647943
wm_10_6,3,430.7027943741966,1177.4880427552068,266.0553724405188,0.0,181.80225141992813,229.19665027224056,1548.6579729440778,1000.4413274796723,1446.2707245950996,18.41129145902417
wm_10_6,4,962.5195356882575,663.0998741852657,24.263705295602048,181.80225141992813,0.0,2.754639265714308,1916.229734098259,1528.7982876144883,1443.331856919881,94.04183484185792
wm_10_6,5,1048.995315839061,619.5928714730003,18.597732656350704,229.19665027224056,2.754639265714308,0.0,1977.1239632730621,1611.7967764772472,1459.059771642073,127.99172750448363
wm_10_6,6,545.6718020009448,1330.147850275031,1690.5693549736611,1548.6579729440778,1916.229734098259,1977.1239632730621,0.0,132.4534101080703,190.5631691542752,1489.1165983420724
wm_10_6,7,161.50078751911536,1534.8347168920482,1416.1914471690618,1000.4413274796723,1528.7982876144883,1611.7967764772472,132.4534101080703,0.0,460.52079896540863,1021.435982410575
wm_10_6,8,843.2688786243245,578.8209424753946,1168.2999557563544,1446.2707245950996,1443.331856919881,1459.059771642073,190.5631691542752,460.52079896540863,0.0,1283.104925386563
wm_10_6,9,496.0654779748972,915.485753610003,145.78307811647943,18.41129145902417,94.04183484185792,127.99172750448363,1489.1165983420724,1021.435982410575,1283.104925386563,0.0
,,0,1,2,3,4,5,6,7,8,9
x_10_7,0,2.412495012729954,,,,,,,,,
x_10_7,1,14.861064827622561,,,,,,,,,
x_10_7,2,-24.694555455678795,,,,,,,,,
x_10_7,3,10.783046551005022,,,,,,,,,
x_10_7,4,1.6856823188330428,,,,,,,,,
x_10_7,5,-11.77218847651953,,,,,,,,,
x_10_7,6,10.295257260593088,,,,,,,,,
x_10_7,7,1.3245487395037503,,,,,,,,,
x_10_7,8,12.103825649824945,,,,,,,,,
x_10_7,9,3.4050140920041216,,,,,,,,,
y_10_7,0,13.83396188262503,,,,,,,,,
y_10_7,1,-16.389449525222137,,,,,,,,,
y_10_7,2,-10.624714525472385,,,,,,,,,
y_10_7,3,0.7760225421035938,,,,,,,,,
y_10_7,4,-0.5757695719272427,,,,,,,,,
y_10_7,5,22.844359048844776,,,,,,,,,
y_10_7,6,14.200672798147268,,,,,,,,,
y_10_7,7,-24.473513573279337,,,,,,,,,
y_10_7,8,-8.830925467367551,,,,,,,,,
y_10_7,9,-7.425427415628078,,,,,,,,,
wm_10_7,0,0.0,1068.4214875642415,1333.01903673288,240.5759128756565,208.1686172843228,282.39250278320776,62.27241755189941,1468.6463028981423,607.6190081053497,452.946727457402
wm_10_7,1,1068.4214875642415,0.0,1597.8792656140618,311.28366435856657,423.66317791815754,2248.621916789122,956.6021824978469,248.58935933699036,64.73365381674863,211.59479083835492
wm_10_7,2,1333.01903673288,1597.8792656140618,0.0,1388.6370498286565,796.8982397191617,1287.1664542671213,1840.5868496875169,868.7830181863048,1357.338531170871,799.8212467762852
wm_10_7,3,240.5759128756565,311.28366435856657,1388.6370498286565,0.0,84.58937789235802,995.7501033216361,180.4591728889341,727.0022548922013,94.03790748456116,121.69914437524773
wm_10_7,4,208.1686172843228,423.66317791815754,796.8982397191617,84.58937789235802,0.0,729.6167109579084,292.46802979391566,571.2325858162793,176.68530932311393,49.87391432200798
wm_10_7,5,282.39250278320776,2248.621916789122,1287.1664542671213,995.7501033216361,729.6167109579084,0.0,561.6854733609069,2410.5055951891322,1573.3876997444013,1146.6074504107848
wm_10_7,6,62.27241755189941,956.6021824978469,1840.5868496875169,180.4591728889341,292.46802979391566,561.6854733609069,0.0,1576.1663028621842,533.725438282594,515.163661378541
wm_10_7,7,1468.6463028981423,248.58935933699036,868.7830181863048,727.0022548922013,571.2325858162793,2410.5055951891322,1576.1663028621842,0.0,360.88337336059647,294.96557772165494
wm_10_7,8,607.6190081053497,64.73365381674863,1357.338531170871,94.03790748456116,176.68530932311393,1573.3876997444013,533.725438282594,360.88337336059647,0.0,77.6447472919206
wm_10_7,9,452.946727457402,211.59479083835492,799.8212467762852,121.69914437524773,49.87391432200798,1146.6074504107848,515.163661378541,294.96557772165494,77.6447472919206,0.0
,,0,1,2,3,4,5,6,7,8,9
x_10_8,0,5.700126629531882,,,,,,,,,
x_10_8,1,21.486975524264523,,,,,,,,,
x_10_8,2,-12.254493438586934,,,,,,,,,
x_10_8,3,5.821772025081307,,,,,,,,,
x_10_8,4,-7.599210806145734,,,,,,,,,
x_10_8,5,-19.97852110583179,,,,,,,,,
x_10_8,6,15.530700178510365,,,,,,,,,
x_10_8,7,21.260737400952824,,,,,,,,,
x_10_8,8,0.7369001988916601,,,,,,,,,
x_10_8,9,-14.583660472727288,,,,,,,,,
y_10_8,0,22.24090977178026,,,,,,,,,
y_10_8,1,-3.222393118075606,,,,,,,,,
y_10_8,2,1.6776877250196498,,,,,,,,,
y_10_8,3,-2.647492271812868,,,,,,,,,
y_10_8,4,-19.7193207175259,,,,,,,,,
y_10_8,5,-13.983664011370022,,,,,,,,,
y_10_8,6,16.870046672287152,,,,,,,,,
y_10_8,7,12.831884400069738,,,,,,,,,
y_10_8,8,-23.8737493356173,,,,,,,,,
y_10_8,9,-5.774403493913971,,,,,,,,,
wm_10_8,0,0.0,897.6043920856632,745.2144827348765,619.447353885789,1937.533318943714,1971.6126952877967,125.48634673537212,330.66236602515374,2151.1954011932903,1196.2897965847587
wm_10_8,1,897.6043920856632,0.0,1162.4975200399374,245.72911165385568,1118.1548554688493,1835.1923620193943,439.18335272379136,257.79101031806664,857.0441396324458,1307.603538185868
wm_10_8,2,745.2144827348765,1162.4975200399374,0.0,345.4585551180054,479.50362667827414,304.9385416152798,1002.8247547222035,1247.686801693335,821.6522445076107,60.95868260823375
wm_10_8,3,619.447353885789,245.72911165385568,345.4585551180054,0.0,471.5701066359476,794.1639153497758,475.19761232290836,477.9727540273829,476.4099104274848,426.1592492135251
wm_10_8,4,1937.533318943714,1118.1548554688493,479.50362667827414,471.5701066359476,0.0,186.14508134678408,1873.7745881448295,1892.4775651241957,86.7500238311224,243.24325351839983
wm_10_8,5,1971.6126952877967,1835.1923620193943,304.9385416152798,794.1639153497758,186.14508134678408,0.0,2212.856259171199,2419.750078795676,526.9424675530815,96.4964794940835
wm_10_8,6,125.48634673537212,439.18335272379136,1002.8247547222035,475.19761232290836,1873.7745881448295,2212.856259171199,0.0,49.1400811073362,1878.913430970697,1419.6458407623768
wm_10_8,7,330.66236602515374,257.79101031806664,1247.686801693335,477.9727540273829,1892.4775651241957,2419.750078795676,49.1400811073362,0.0,1768.5314414351162,1631.0148081204877
wm_10_8,8,2151.1954011932903,857.0441396324458,821.6522445076107,476.4099104274848,86.7500238311224,526.9424675530815,1878.913430970697,1768.5314414351162,0.0,562.305899190341
wm_10_8,9,1196.2897965847587,1307.603538185868,60.95868260823375,426.1592492135251,243.24325351839983,96.4964794940835,1419.6458407623768,1631.0148081204877,562.305899190341,0.0
,,0,1,2,3,4,5,6,7,8,9
x_10_9,0,5.74401397821927,,,,,,,,,
x_10_9,1,-16.77126873782963,,,,,,,,,
x_10_9,2,-9.950435184654848,,,,,,,,,
x_10_9,3,-11.327555079659696,,,,,,,,,
x_10_9,4,14.756331114524752,,,,,,,,,
x_10_9,5,2.4121122544110807,,,,,,,,,
x_10_9,6,-0.8993532912825897,,,,,,,,,
x_10_9,7,17.347250697687254,,,,,,,,,
x_10_9,8,-6.5109602597098695,,,,,,,,,
x_10_9,9,6.266925957624609,,,,,,,,,
y_10_9,0,-4.841845771330123,,,,,,,,,
y_10_9,1,9.646974262594,,,,,,,,,
y_10_9,2,-24.794083764220233,,,,,,,,,
y_10_9,3,-13.95152848017059,,,,,,,,,
y_10_9,4,-18.772273576727272,,,,,,,,,
y_10_9,5,6.638889088057254,,,,,,,,,
y_10_9,6,16.440482954946095,,,,,,,,,
y_10_9,7,-20.043080100754818,,,,,,,,,
y_10_9,8,-22.76210237072373,,,,,,,,,
y_10_9,9,24.398146740614052,,,,,,,,,
wm_10_9,0,0.0,716.8638617590514,644.4075354509678,374.4247891536776,275.2786790067275,142.90884200866844,497.07184469077055,365.71262750609003,471.3199901604172,855.2505990367569
wm_10_9,1,716.8638617590514,0.0,1232.7102483665,586.5233500924137,1801.6432002029428,377.05068271073,298.06946029540194,2045.5726965703518,1155.6221782904377,748.355504301952
wm_10_9,2,644.4075354509678,1232.7102483665,0.0,119.457464292891,646.6864988964708,1140.864361515169,1782.21157595791,767.735690341281,15.958936142841251,2682.8783444598644
wm_10_9,3,374.4247891536776,586.5233500924137,119.457464292891,0.0,703.6087022771413,612.7437540849173,1032.421751611375,859.3514875148123,100.82579794046424,1780.2633525110202
wm_10_9,4,275.2786790067275,1801.6432002029428,646.6864988964708,703.6087022771413,0.0,798.1069272425251,1485.0386767731443,8.327813507925928,468.2164162019975,1935.7551902939194
wm_10_9,5,142.90884200866844,377.05068271073,1140.864361515169,612.7437540849173,798.1069272425251,0.0,107.0370463917492,934.9858401125426,944.0395218515732,330.25082105637995
wm_10_9,6,497.07184469077055,298.06946029540194,1782.21157595791,1032.421751611375,1485.0386767731443,107.0370463917492,0.0,1663.9889303695948,1568.3328289845251,114.6799711990492
wm_10_9,7,365.71262750609003,2045.5726965703518,767.735690341281,859.3514875148123,8.327813507925928,934.9858401125426,1663.9889303695948,0.0,576.6073121922511,2097.7962395112495
wm_10_9,8,471.3199901604172,1155.6221782904377,15.958936142841251,100.82579794046424,468.2164162019975,944.0395218515732,1568.3328289845251,576.6073121922511,0.0,2387.363472426583
